TIME;GEO;GEO_LABEL;MED_AGE_MOTHER;TOT_FER_RT;NET_MIGRAT_RT;BIRTH_RT;DEATH_RT;INF_MORT_RT;GDP_HAB_INDEX;EDU_LOW;EDU_HIGH;MED_AGE_MOTHER_DIFF;TOT_FER_RT_DIFF;NET_MIGRAT_RT_DIFF;BIRTH_RT_DIFF;DEATH_RT_DIFF;INF_MORT_RT_DIFF;GDP_HAB_INDEX_DIFF;EDU_LOW_DIFF;EDU_HIGH_DIFF;MIG_CHANGE
2010;AT3;Westösterreich;30;1.51;0.3;9.8;8.2;3.6;144;14.1;20.1;0.1;0.05;NAN;0.3;0.1;0.3;-1;1.9;-1.1;HIGHER
2011;AT3;Westösterreich;30.1;1.48;2.2;9.6;8.1;2.9;148;13.1;22.1;0.1;-0.03;1.9;-0.2;-0.1;-0.7;4;-1;2;HIGHER
2012;AT3;Westösterreich;30.3;1.51;2.8;9.8;8.3;2.7;149;10.7;23.2;0.2;0.03;0.6;0.2;0.2;-0.2;1;-2.4;1.1;HIGHER
2013;AT3;Westösterreich;30.4;1.5;4.7;9.7;8.5;2.7;151;10.7;23.1;0.1;-0.01;1.9;-0.1;0.2;0;2;0;-0.1;HIGHER
2014;AT3;Westösterreich;30.6;1.56;6.7;10.1;8.2;2.4;150;8.9;35.7;0.2;0.06;2;0.4;-0.3;-0.3;-1;-1.8;12.6;HIGHER
2015;AT3;Westösterreich;30.6;1.58;11.3;10.3;8.7;2.3;147;11.2;33.3;0;0.02;4.6;0.2;0.5;-0.1;-3;2.3;-2.4;LOWER
2016;AT3;Westösterreich;30.8;1.62;6.2;10.5;8.4;2.7;149;12;36.4;0.2;0.04;-5.1;0.2;-0.3;0.4;2;0.8;3.1;LOWER
2017;AT3;Westösterreich;30.8;1.62;4.4;10.5;8.6;2.8;150;10.8;37.8;0;0;-1.8;0;0.2;0.1;1;-1.2;1.4;UNKNOWN
2000;AT31;Oberösterreich;29.2;1.44;0.7;10.3;8.7;4.9;130;16.9;12.8;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;AT31;Oberösterreich;29.4;1.4;2.2;9.7;8.5;4.7;129;17.2;13;0.2;-0.04;1.5;-0.6;-0.2;-0.2;-1;0.3;0.2;LOWER
2002;AT31;Oberösterreich;29.6;1.46;2.1;10.1;8.7;3.7;127;18.1;17;0.2;0.06;-0.1;0.4;0.2;-1;-2;0.9;4;HIGHER
2003;AT31;Oberösterreich;29.7;1.44;2.7;9.7;8.9;4.7;129;16.4;16;0.1;-0.02;0.6;-0.4;0.2;1;2;-1.7;-1;HIGHER
2004;AT31;Oberösterreich;29.2;1.52;3.8;10;8.6;5.2;127;17;18.3;-0.5;0.08;1.1;0.3;-0.3;0.5;-2;0.6;2.3;LOWER
2005;AT31;Oberösterreich;29.3;1.49;2.8;9.7;8.6;3.7;130;15.3;17.7;0.1;-0.03;-1;-0.3;0;-1.5;3;-1.7;-0.6;LOWER
2006;AT31;Oberösterreich;29.4;1.49;1.3;9.7;8.5;3.4;129;14.3;20.4;0.1;0;-1.5;0;-0.1;-0.3;-1;-1;2.7;LOWER
2007;AT31;Oberösterreich;29.4;1.48;0.6;9.5;8.6;3.4;129;15.1;19.2;0;-0.01;-0.7;-0.2;0.1;0;0;0.8;-1.2;HIGHER
2008;AT31;Oberösterreich;29.3;1.52;0.9;9.6;8.5;3.1;135;14.2;23.8;-0.1;0.04;0.3;0.1;-0.1;-0.3;6;-0.9;4.6;LOWER
2009;AT31;Oberösterreich;29.6;1.51;-0.3;9.5;8.8;3.9;139;11.6;22.3;0.3;-0.01;-1.2;-0.1;0.3;0.8;4;-2.6;-1.5;LOWER
2010;AT31;Oberösterreich;29.7;1.55;-0.3;9.8;8.8;3.9;138;14.9;19.7;0.1;0.04;0;0.3;0;0;-1;3.3;-2.6;HIGHER
2011;AT31;Oberösterreich;29.8;1.53;1.8;9.6;8.7;3;142;13.3;20.8;0.1;-0.02;2.1;-0.2;-0.1;-0.9;4;-1.6;1.1;HIGHER
2012;AT31;Oberösterreich;29.9;1.55;2.5;9.7;9;2.9;143;10.6;21.5;0.1;0.02;0.7;0.1;0.3;-0.1;1;-2.7;0.7;HIGHER
2013;AT31;Oberösterreich;30.1;1.55;4.4;9.7;9.3;2.7;145;10;20.4;0.2;0;1.9;0;0.3;-0.2;2;-0.6;-1.1;HIGHER
2014;AT31;Oberösterreich;30.1;1.61;7;10.1;8.8;2.9;144;7.7;33.1;0;0.06;2.6;0.4;-0.5;0.2;-1;-2.3;12.7;HIGHER
2015;AT31;Oberösterreich;30.2;1.61;10.9;10.1;9.4;2.7;140;9.9;32.5;0.1;0;3.9;0;0.6;-0.2;-4;2.2;-0.6;LOWER
2016;AT31;Oberösterreich;30.4;1.68;5.9;10.6;8.8;2.8;142;10.1;37.6;0.2;0.07;-5;0.5;-0.6;0.1;2;0.2;5.1;LOWER
2017;AT31;Oberösterreich;30.5;1.66;4.6;10.5;9.2;2.7;144;9.9;39.4;0.1;-0.02;-1.3;-0.1;0.4;-0.1;2;-0.2;1.8;UNKNOWN
2000;AT32;Salzburg;29.5;1.38;1.6;10.5;8.2;3.5;150;17;18.8;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;AT32;Salzburg;29.7;1.34;2.1;10.1;7.9;4;147;17.6;18.4;0.2;-0.04;0.5;-0.4;-0.3;0.5;-3;0.6;-0.4;LOWER
2002;AT32;Salzburg;30;1.43;-2.3;10.4;8.1;4.4;147;12.9;14.8;0.3;0.09;-4.4;0.3;0.2;0.4;0;-4.7;-3.6;HIGHER
2003;AT32;Salzburg;30.1;1.38;3.3;10;8.3;4.4;148;13.4;16;0.1;-0.05;5.6;-0.4;0.2;0;1;0.5;1.2;LOWER
2004;AT32;Salzburg;29.4;1.43;2.6;10.2;7.7;4.8;149;11.5;18.3;-0.7;0.05;-0.7;0.2;-0.6;0.4;1;-1.9;2.3;HIGHER
2005;AT32;Salzburg;29.7;1.45;2.7;10.1;7.9;4.5;149;11.2;21.3;0.3;0.02;0.1;-0.1;0.2;-0.3;0;-0.3;3;LOWER
2006;AT32;Salzburg;29.5;1.39;0.3;9.6;7.7;2.2;150;14.7;20.9;-0.2;-0.06;-2.4;-0.5;-0.2;-2.3;1;3.5;-0.4;LOWER
2007;AT32;Salzburg;29.9;1.41;-2.1;9.6;7.7;2.4;152;10.7;20.4;0.4;0.02;-2.4;0;0;0.2;2;-4;-0.5;HIGHER
2008;AT32;Salzburg;29.8;1.44;-0.7;9.6;7.5;2.6;155;10.7;20.9;-0.1;0.03;1.4;0;-0.2;0.2;3;0;0.5;LOWER
2009;AT32;Salzburg;30.1;1.39;-1.3;9.2;7.9;2.5;161;12.3;19.4;0.3;-0.05;-0.6;-0.4;0.4;-0.1;6;1.6;-1.5;HIGHER
2010;AT32;Salzburg;29.9;1.47;0.4;9.7;7.9;4.9;163;11.9;18.1;-0.2;0.08;1.7;0.5;0;2.4;2;-0.4;-1.3;HIGHER
2011;AT32;Salzburg;30.2;1.46;2;9.6;8.1;1.8;166;10.4;21.4;0.3;-0.01;1.6;-0.1;0.2;-3.1;3;-1.5;3.3;HIGHER
2012;AT32;Salzburg;30.3;1.46;2.5;9.6;8;2.6;169;0;27.8;0.1;0;0.5;0;-0.1;0.8;3;NAN;6.4;HIGHER
2013;AT32;Salzburg;30.5;1.48;3;9.7;8.3;1.9;168;0;28.9;0.2;0.02;0.5;0.1;0.3;-0.7;-1;NAN;1.1;HIGHER
2014;AT32;Salzburg;30.5;1.55;5.9;10.2;8;2.8;165;8.4;34.5;0;0.07;2.9;0.5;-0.3;0.9;-3;NAN;5.6;HIGHER
2015;AT32;Salzburg;30.7;1.54;11.6;10.1;8.3;3.1;163;11.1;35.7;0.2;-0.01;5.7;-0.1;0.3;0.3;-2;2.7;1.2;LOWER
2016;AT32;Salzburg;30.9;1.57;4.2;10.3;8.2;1.8;167;10.2;37.6;0.2;0.03;-7.4;0.2;-0.1;-1.3;4;-0.9;1.9;LOWER
2017;AT32;Salzburg;30.9;1.61;3.9;10.6;8.5;3.3;167;10.5;38.7;0;0.04;-0.3;0.3;0.3;1.5;0;0.3;1.1;UNKNOWN
2000;AT33;Tirol;30;1.37;3;10.6;7.6;5.3;135;14.8;10.5;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;AT33;Tirol;30.1;1.32;3.7;10.1;7.6;4.9;135;16.6;12.8;0.1;-0.05;0.7;-0.5;0;-0.4;0;1.8;2.3;LOWER
2002;AT33;Tirol;30.2;1.37;2.6;10.3;7.4;3.9;134;17;16.4;0.1;0.05;-1.1;0.2;-0.2;-1;-1;0.4;3.6;HIGHER
2003;AT33;Tirol;30.5;1.35;3.6;10;7.5;3.1;136;13.9;19.3;0.3;-0.02;1;-0.3;0.1;-0.8;2;-3.1;2.9;HIGHER
2004;AT33;Tirol;30;1.42;5;10.2;7.4;4;135;12.4;18.5;-0.5;0.07;1.4;0.2;-0.1;0.9;-1;-1.5;-0.8;HIGHER
2005;AT33;Tirol;30.1;1.4;5.1;10;7.4;3.9;137;14.2;17.4;0.1;-0.02;0.1;-0.2;0;-0.1;2;1.8;-1.1;LOWER
2006;AT33;Tirol;30.1;1.41;1.6;9.9;7.2;3.3;137;14.8;18.9;0;0.01;-3.5;-0.1;-0.2;-0.6;0;0.6;1.5;LOWER
2007;AT33;Tirol;30.3;1.37;1.2;9.5;7.4;2.3;136;17.8;19.7;0.2;-0.04;-0.4;-0.4;0.2;-1;-1;3;0.8;HIGHER
2008;AT33;Tirol;30;1.39;2;9.6;7.4;1.6;138;14.6;21.5;-0.3;0.02;0.8;0.1;0;-0.7;2;-3.2;1.8;LOWER
2009;AT33;Tirol;30.3;1.38;1.3;9.4;7.6;2.7;146;11.8;22.1;0.3;-0.01;-0.7;-0.2;0.2;1.1;8;-2.8;0.6;HIGHER
2010;AT33;Tirol;30.5;1.42;2.1;9.7;7.7;2.5;142;13.3;23.7;0.2;0.04;0.8;0.3;0.1;-0.2;-4;1.5;1.6;HIGHER
2011;AT33;Tirol;30.5;1.4;3.8;9.5;7.5;3.3;145;11.9;26.5;0;-0.02;1.7;-0.2;-0.2;0.8;3;-1.4;2.8;HIGHER
2012;AT33;Tirol;30.7;1.44;4.2;9.7;7.9;2;148;11;24.4;0.2;0.04;0.4;0.2;0.4;-1.3;3;-0.9;-2.1;HIGHER
2013;AT33;Tirol;30.9;1.44;6.7;9.7;7.8;2.7;150;12;25.5;0.2;0;2.5;0;-0.1;0.7;2;1;1.1;HIGHER
2014;AT33;Tirol;31;1.44;7.4;9.7;7.8;2;149;8.8;43.7;0.1;0;0.7;0;0;-0.7;-1;-3.2;18.2;HIGHER
2015;AT33;Tirol;31.1;1.52;11.9;10.3;8.2;1.3;147;11.4;33.9;0.1;0.08;4.5;0.6;0.4;-0.7;-2;2.6;-9.8;LOWER
2016;AT33;Tirol;31.3;1.51;7.1;10.2;7.9;2.4;149;14.4;35.1;0.2;-0.01;-4.8;-0.1;-0.3;1.1;2;3;1.2;LOWER
2017;AT33;Tirol;31.2;1.52;4.2;10.4;7.9;3;150;11.1;36.3;-0.1;0.01;-2.9;0.2;0;0.6;1;-3.3;1.2;UNKNOWN
2000;AT34;Vorarlberg;29.6;1.45;0.8;11.2;6.9;5.9;138;18.1;17.3;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;AT34;Vorarlberg;29.9;1.5;2.7;11.4;7.1;6.5;138;17.2;16.8;0.3;0.05;1.9;0.2;0.2;0.6;0;-0.9;-0.5;LOWER
2002;AT34;Vorarlberg;30;1.52;1.2;11.3;6.8;4.7;138;20.7;15.1;0.1;0.02;-1.5;-0.1;-0.3;-1.8;0;3.5;-1.7;HIGHER
2003;AT34;Vorarlberg;30.2;1.44;3.5;10.7;7.3;3.4;136;18.9;15.9;0.2;-0.08;2.3;-0.6;0.5;-1.3;-2;-1.8;0.8;HIGHER
2004;AT34;Vorarlberg;29.8;1.57;3.9;11.2;6.7;4;136;17.9;16.5;-0.4;0.13;0.4;0.5;-0.6;0.6;0;-1;0.6;LOWER
2005;AT34;Vorarlberg;30.2;1.54;2.9;11;6.8;5;137;20.8;16.2;0.4;-0.03;-1;-0.2;0.1;1;1;2.9;-0.3;LOWER
2006;AT34;Vorarlberg;29.9;1.52;0.8;10.6;6.9;4.7;136;19.5;16;-0.3;-0.02;-2.1;-0.4;0.1;-0.3;-1;-1.3;-0.2;LOWER
2007;AT34;Vorarlberg;30;1.47;0.3;10.2;6.9;3.2;137;16.9;17.5;0.1;-0.05;-0.5;-0.4;0;-1.5;1;-2.6;1.5;HIGHER
2008;AT34;Vorarlberg;30.1;1.51;0.5;10.3;6.8;4;141;16.8;20.1;0.1;0.04;0.2;0.1;-0.1;0.8;4;-0.1;2.6;LOWER
2009;AT34;Vorarlberg;30.3;1.51;0.4;10.2;7;3.5;145;15.2;18.2;0.2;0;-0.1;-0.1;0.2;-0.5;4;-1.6;-1.9;LOWER
2010;AT34;Vorarlberg;30.3;1.56;-0.9;10.4;7.1;2.6;143;15.8;17.8;0;0.05;-1.3;0.2;0.1;-0.9;-2;0.6;-0.4;HIGHER
2011;AT34;Vorarlberg;30.4;1.53;1.2;10.2;7;3.7;147;18.1;19.3;0.1;-0.03;2.1;-0.2;-0.1;1.1;4;2.3;1.5;HIGHER
2012;AT34;Vorarlberg;30.9;1.56;1.6;10.3;7.4;3.1;147;15.4;20.1;0.5;0.03;0.4;0.1;0.4;-0.6;0;-2.7;0.8;HIGHER
2013;AT34;Vorarlberg;31;1.52;4.6;10;7.5;3.5;151;14;20.4;0.1;-0.04;3;-0.3;0.1;0.4;4;-1.4;0.3;HIGHER
2014;AT34;Vorarlberg;31.2;1.61;5.4;10.6;7.2;0.7;152;13.8;31.4;0.2;0.09;0.8;0.6;-0.3;-2.8;1;-0.2;11;HIGHER
2015;AT34;Vorarlberg;31;1.63;11.6;10.7;7.8;2;154;15.7;31.4;-0.2;0.02;6.2;0.1;0.6;1.3;2;1.9;0;LOWER
2016;AT34;Vorarlberg;31.2;1.71;8.3;11.2;7.6;4.4;151;16.7;33;0.2;0.08;-3.3;0.5;-0.2;2.4;-3;1;1.6;LOWER
2017;AT34;Vorarlberg;31.3;1.67;4.7;11;8;2.6;150;14.3;33.4;0.1;-0.04;-3.6;-0.2;0.4;-1.8;-1;-2.4;0.4;UNKNOWN
2000;BE;Belgium;29.1;1.67;1.3;11.4;10.2;4.8;127;27.4;35.2;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;BE;Belgium;29.2;1.67;3.3;11.2;10.1;4.5;125;26.2;35.2;0.1;0;2;-0.2;-0.1;-0.3;-2;-1.2;0;HIGHER
2002;BE;Belgium;29.3;1.65;3.7;10.9;10.2;4.4;125;25.6;35.2;0.1;-0.02;0.4;-0.3;0.1;-0.1;0;-0.6;0;LOWER
2003;BE;Belgium;29.4;1.67;3.2;11;10.3;4.1;126;23.9;37.7;0.1;0.02;-0.5;0.1;0.1;-0.3;1;-1.7;2.5;LOWER
2004;BE;Belgium;29.4;1.72;3.2;11.3;9.7;3.7;127;21.6;39.9;0;0.05;0;0.3;-0.6;-0.4;1;-2.3;2.2;HIGHER
2005;BE;Belgium;29.5;1.76;4.7;11.4;9.9;3.7;127;21.3;39.1;0.1;0.04;1.5;0.1;0.2;0;0;-0.3;-0.8;HIGHER
2006;BE;Belgium;29.5;1.8;4.9;11.6;9.6;4;125;19.6;41.4;0;0.04;0.2;0.2;-0.3;0.3;-2;-1.7;2.3;HIGHER
2007;BE;Belgium;29.6;1.82;5.5;11.7;9.5;3.9;124;18.9;41.5;0.1;0.02;0.6;0.1;-0.1;-0.1;-1;-0.7;0.1;HIGHER
2008;BE;Belgium;29.6;1.85;5.9;11.9;9.8;3.8;126;17;42.9;0;0.03;0.4;0.2;0.3;-0.1;2;-1.9;1.4;LOWER
2009;BE;Belgium;29.7;1.84;5.9;11.8;9.7;3.5;132;17.3;42;0.1;-0.01;0;-0.1;-0.1;-0.3;6;0.3;-0.9;HIGHER
2010;BE;Belgium;29.8;1.86;7.9;11.9;9.7;3.6;131;17.4;44.4;0.1;0.02;2;0.1;0;0.1;-1;0.1;2.4;LOWER
2011;BE;Belgium;29.9;1.81;6.3;11.6;9.4;3.4;132;18.4;42.6;0.1;-0.05;-1.6;-0.3;-0.3;-0.2;1;1;-1.8;LOWER
2012;BE;Belgium;30;1.8;3.9;11.5;9.8;3.8;131;18.2;43.9;0.1;-0.01;-2.4;-0.1;0.4;0.4;-1;-0.2;1.3;LOWER
2013;BE;Belgium;30.1;1.76;2.4;11.3;9.8;3.5;132;19;42.7;0.1;-0.04;-1.5;-0.2;0;-0.3;1;0.8;-1.2;HIGHER
2014;BE;Belgium;30.2;1.74;3.2;11.2;9.3;3.4;129;18.3;43.8;0.1;-0.02;0.8;-0.1;-0.5;-0.1;-3;-0.7;1.1;HIGHER
2015;BE;Belgium;30.3;1.7;5.5;10.8;9.8;3.3;126;18.2;42.7;0.1;-0.04;2.3;-0.4;0.5;-0.1;-3;-0.1;-1.1;LOWER
2016;BE;Belgium;30.4;1.68;2.4;10.8;9.5;3.2;128;17.5;45.6;0.1;-0.02;-3.1;0;-0.3;-0.1;2;-0.7;2.9;HIGHER
2017;BE;Belgium;30.6;1.65;3.2;10.5;9.6;3.6;129;17.3;45.9;0.2;-0.03;0.8;-0.3;0.1;0.4;1;-0.2;0.3;UNKNOWN
2000;BE1;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;29.6;1.95;1.8;14.1;10.6;5.4;257;30.3;43.9;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;BE1;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;29.5;2.03;10.1;14.8;10.5;4.7;255;32.3;40.5;-0.1;0.08;8.3;0.7;-0.1;-0.7;-2;2;-3.4;HIGHER
2002;BE1;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;29.7;1.93;10.2;14.1;10.5;5.1;253;31;42.8;0.2;-0.1;0.1;-0.7;0;0.4;-2;-1.3;2.3;LOWER
2003;BE1;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;29.8;2.01;3.5;14.8;10.3;4.7;251;28.8;46.2;0.1;0.08;-6.7;0.7;-0.2;-0.4;-2;-2.2;3.4;LOWER
2004;BE1;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;29.9;2.05;1.4;15.1;9.8;3.5;251;27.8;47.4;0.1;0.04;-2.1;0.3;-0.5;-1.2;0;-1;1.2;HIGHER
2005;BE1;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;30;2.06;6.2;15.3;9.6;2.9;250;26.3;49.6;0.1;0.01;4.8;0.2;-0.2;-0.6;-1;-1.5;2.2;LOWER
2006;BE1;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;30.2;2.11;5.6;15.8;9.3;3.2;241;27.5;47.8;0.2;0.05;-0.6;0.5;-0.3;0.3;-9;1.2;-1.8;HIGHER
2007;BE1;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;30.4;2.09;9.9;15.5;8.8;3.9;234;25.8;47.6;0.2;-0.02;4.3;-0.3;-0.5;0.7;-7;-1.7;-0.2;HIGHER
2008;BE1;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;30.4;2.07;11;16.9;9;4.3;234;26.7;48.4;0;-0.02;1.1;1.4;0.2;0.4;0;0.9;0.8;LOWER
2009;BE1;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;30.5;2.1;10.9;17.3;8.7;3.1;245;26.3;43.5;0.1;0.03;-0.1;0.4;-0.3;-1.2;11;-0.4;-4.9;HIGHER
2010;BE1;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;30.7;2.04;18.3;17;8.6;3;240;24.1;48.7;0.2;-0.06;7.4;-0.3;-0.1;-0.1;-5;-2.2;5.2;LOWER
2011;BE1;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;30.8;1.95;11.6;16.1;7.9;2.7;239;26.7;47.8;0.1;-0.09;-6.7;-0.9;-0.7;-0.3;-1;2.6;-0.9;LOWER
2012;BE1;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;31;1.95;4.2;16.2;8.4;3.5;235;25.3;46.4;0.2;0;-7.4;0.1;0.5;0.8;-4;-1.4;-1.4;LOWER
2013;BE1;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;31.2;1.89;-1.2;15.7;8;2.5;232;26.3;45.8;0.2;-0.06;-5.4;-0.5;-0.4;-1;-3;1;-0.6;HIGHER
2014;BE1;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;31.4;1.9;1.5;15.8;7.7;3.2;223;27.2;47.5;0.2;0.01;2.7;0.1;-0.3;0.7;-9;0.9;1.7;HIGHER
2015;BE1;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;31.4;1.85;6.9;15.4;7.8;2.5;217;25.6;48.4;0;-0.05;5.4;-0.4;0.1;-0.7;-6;-1.6;0.9;LOWER
2016;BE1;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;31.5;1.82;-9.3;15;7.6;3.1;220;21.4;51.9;0.1;-0.03;-16.2;-0.4;-0.2;0.6;3;-4.2;3.5;HIGHER
2017;BE1;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;31.8;1.81;-2;14.8;7.5;3.8;216;21.4;54.4;0.3;-0.01;7.3;-0.2;-0.1;0.7;-4;0;2.5;UNKNOWN
2000;BE10;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;29.6;1.95;1.8;14.1;10.6;5.4;257;30.3;43.9;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;BE10;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;29.5;2.03;10.1;14.8;10.5;4.7;255;32.3;40.5;-0.1;0.08;8.3;0.7;-0.1;-0.7;-2;2;-3.4;HIGHER
2002;BE10;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;29.7;1.93;10.2;14.1;10.5;5.1;253;31;42.8;0.2;-0.1;0.1;-0.7;0;0.4;-2;-1.3;2.3;LOWER
2003;BE10;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;29.8;2.01;3.5;14.8;10.3;4.7;251;28.8;46.2;0.1;0.08;-6.7;0.7;-0.2;-0.4;-2;-2.2;3.4;LOWER
2004;BE10;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;29.9;2.05;1.4;15.1;9.8;3.5;251;27.8;47.4;0.1;0.04;-2.1;0.3;-0.5;-1.2;0;-1;1.2;HIGHER
2005;BE10;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;30;2.06;6.2;15.3;9.6;2.9;250;26.3;49.6;0.1;0.01;4.8;0.2;-0.2;-0.6;-1;-1.5;2.2;LOWER
2006;BE10;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;30.2;2.11;5.6;15.8;9.3;3.2;241;27.5;47.8;0.2;0.05;-0.6;0.5;-0.3;0.3;-9;1.2;-1.8;HIGHER
2007;BE10;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;30.4;2.09;9.9;15.5;8.8;3.9;234;25.8;47.6;0.2;-0.02;4.3;-0.3;-0.5;0.7;-7;-1.7;-0.2;HIGHER
2008;BE10;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;30.4;2.07;11;16.9;9;4.3;234;26.7;48.4;0;-0.02;1.1;1.4;0.2;0.4;0;0.9;0.8;LOWER
2009;BE10;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;30.5;2.1;10.9;17.3;8.7;3.1;245;26.3;43.5;0.1;0.03;-0.1;0.4;-0.3;-1.2;11;-0.4;-4.9;HIGHER
2010;BE10;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;30.7;2.04;18.3;17;8.6;3;240;24.1;48.7;0.2;-0.06;7.4;-0.3;-0.1;-0.1;-5;-2.2;5.2;LOWER
2011;BE10;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;30.8;1.95;11.6;16.1;7.9;2.7;239;26.7;47.8;0.1;-0.09;-6.7;-0.9;-0.7;-0.3;-1;2.6;-0.9;LOWER
2012;BE10;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;31;1.95;4.2;16.2;8.4;3.5;235;25.3;46.4;0.2;0;-7.4;0.1;0.5;0.8;-4;-1.4;-1.4;LOWER
2013;BE10;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;31.2;1.89;-1.2;15.7;8;2.5;232;26.3;45.8;0.2;-0.06;-5.4;-0.5;-0.4;-1;-3;1;-0.6;HIGHER
2014;BE10;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;31.4;1.9;1.5;15.8;7.7;3.2;223;27.2;47.5;0.2;0.01;2.7;0.1;-0.3;0.7;-9;0.9;1.7;HIGHER
2015;BE10;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;31.4;1.85;6.9;15.4;7.8;2.5;217;25.6;48.4;0;-0.05;5.4;-0.4;0.1;-0.7;-6;-1.6;0.9;LOWER
2016;BE10;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;31.5;1.82;-9.3;15;7.6;3.1;220;21.4;51.9;0.1;-0.03;-16.2;-0.4;-0.2;0.6;3;-4.2;3.5;HIGHER
2017;BE10;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest;31.8;1.81;-2;14.8;7.5;3.8;216;21.4;54.4;0.3;-0.01;7.3;-0.2;-0.1;0.7;-4;0;2.5;UNKNOWN
2000;BE2;Vlaams Gewest;29.2;1.57;1.3;10.4;9.7;4.8;125;23.6;36.4;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;BE2;Vlaams Gewest;29.3;1.56;2.7;10.2;9.5;4.4;123;22.5;36.4;0.1;-0.01;1.4;-0.2;-0.2;-0.4;-2;-1.1;0;HIGHER
2002;BE2;Vlaams Gewest;29.4;1.56;3.5;10;9.7;4.3;123;22.1;36.2;0.1;0;0.8;-0.2;0.2;-0.1;0;-0.4;-0.2;LOWER
2003;BE2;Vlaams Gewest;29.4;1.58;3.2;10;9.8;4.2;125;21.3;37.5;0;0.02;-0.3;0;0.1;-0.1;2;-0.8;1.3;HIGHER
2004;BE2;Vlaams Gewest;29.5;1.65;3.7;10.1;9.3;3.8;126;17.7;40.7;0.1;0.07;0.5;0.1;-0.5;-0.4;1;-3.6;3.2;HIGHER
2005;BE2;Vlaams Gewest;29.5;1.7;4.7;10.5;9.4;3.7;126;17.3;39.9;0;0.05;1;0.4;0.1;-0.1;0;-0.4;-0.8;HIGHER
2006;BE2;Vlaams Gewest;29.5;1.74;4.8;10.8;9.2;4.2;125;15.1;42.7;0;0.04;0.1;0.3;-0.2;0.5;-1;-2.2;2.8;HIGHER
2007;BE2;Vlaams Gewest;29.5;1.77;5.6;10.7;9.1;4.1;125;15.7;42;0;0.03;0.8;-0.1;-0.1;-0.1;0;0.6;-0.7;HIGHER
2008;BE2;Vlaams Gewest;29.6;1.82;5.7;11.2;9.3;4;127;13.4;43.6;0.1;0.05;0.1;0.5;0.2;-0.1;2;-2.3;1.6;LOWER
2009;BE2;Vlaams Gewest;29.6;1.8;5.2;11.1;9.4;3.5;132;13.8;43.1;0;-0.02;-0.5;-0.1;0.1;-0.5;5;0.4;-0.5;HIGHER
